<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ABB.US,D,20180119,000000,24.929,24.946,24.822,24.858,1264493,0
ABB.US,D,20180122,000000,24.911,24.911,24.76,24.885,2057248,0
ABB.US,D,20180123,000000,24.982,25.071,24.941,24.99,1653736,0
ABB.US,D,20180124,000000,25.39,25.443,25.123,25.194,3682717,0
ABB.US,D,20180125,000000,25.363,25.399,25.024,25.098,2218084,0
ABB.US,D,20180126,000000,25.204,25.381,25.142,25.381,1566595,0
ABB.US,D,20180129,000000,25.168,25.221,24.875,24.902,2384156,0
ABB.US,D,20180130,000000,24.956,24.956,24.742,24.813,1957725,0
ABB.US,D,20180131,000000,25.044,25.061,24.64,24.734,2015524,0
ABB.US,D,20180201,000000,24.813,24.963,24.778,24.902,1809384,0
ABB.US,D,20180202,000000,24.6,24.618,24.334,24.343,2124670,0
ABB.US,D,20180205,000000,23.873,23.935,23.18,23.19,3343446,0
ABB.US,D,20180206,000000,22.985,23.5,22.878,23.42,4244749,0
ABB.US,D,20180207,000000,23.268,23.402,23.047,23.197,3809565,0
ABB.US,D,20180208,000000,22.221,22.302,21.543,21.556,5998027,0
ABB.US,D,20180209,000000,21.707,21.818,21.08,21.565,5725991,0
ABB.US,D,20180212,000000,21.743,21.928,21.636,21.832,2794372,0
ABB.US,D,20180213,000000,21.636,21.694,21.536,21.619,1927939,0
ABB.US,D,20180214,000000,21.521,22.115,21.521,22.07,2753487,0
ABB.US,D,20180215,000000,22.55,22.63,22.418,22.604,2381318,0
ABB.US,D,20180216,000000,22.452,22.719,22.444,22.56,3396903,0
ABB.US,D,20180220,000000,22.391,22.604,22.355,22.408,2905069,0
ABB.US,D,20180221,000000,22.248,22.457,22.124,22.124,2098603,0
ABB.US,D,20180222,000000,22.07,22.257,21.982,22.186,1889685,0
ABB.US,D,20180223,000000,22.142,22.248,22.107,22.231,1301065,0
ABB.US,D,20180226,000000,22.053,22.248,21.973,22.204,2452224,0
ABB.US,D,20180227,000000,22.169,22.266,21.999,22.009,1855173,0
ABB.US,D,20180228,000000,21.921,21.95,21.547,21.556,3783757,0
ABB.US,D,20180301,000000,21.503,21.574,21.175,21.316,5149542,0
ABB.US,D,20180302,000000,21.237,21.335,21.019,21.308,3575310,0
ABB.US,D,20180305,000000,21.271,21.539,21.237,21.468,2022893,0
ABB.US,D,20180306,000000,21.654,21.705,21.556,21.592,1658348,0
ABB.US,D,20180307,000000,21.352,21.495,21.264,21.468,2168778,0
ABB.US,D,20180308,000000,21.485,21.636,21.432,21.619,2041157,0
ABB.US,D,20180309,000000,21.671,21.858,21.645,21.84,1952190,0
ABB.US,D,20180312,000000,21.671,21.751,21.574,21.707,2444194,0
ABB.US,D,20180313,000000,21.822,21.849,21.463,21.503,1423772,0
ABB.US,D,20180314,000000,21.724,21.724,21.397,21.495,1326533,0
ABB.US,D,20180315,000000,21.397,21.547,21.37,21.414,2093736,0
ABB.US,D,20180316,000000,21.405,21.556,21.393,21.521,1656524,0
ABB.US,D,20180319,000000,21.397,21.397,21.104,21.264,1468247,0
ABB.US,D,20180320,000000,21.237,21.343,21.22,21.227,1269856,0
ABB.US,D,20180321,000000,21.246,21.308,21.139,21.175,1917857,0
ABB.US,D,20180322,000000,20.971,20.979,20.536,20.563,3004968,0
ABB.US,D,20180323,000000,20.793,20.855,20.438,20.438,2863922,0
ABB.US,D,20180326,000000,20.855,20.891,20.482,20.828,1689042,0
ABB.US,D,20180327,000000,20.979,21.068,20.563,20.634,3147619,0
ABB.US,D,20180328,000000,20.713,21.033,20.58,20.908,3429653,0
ABB.US,D,20180329,000000,20.988,21.183,20.965,21.068,1524550,0
ABB.US,D,20180402,000000,21.033,21.075,20.607,20.811,1854333,0
ABB.US,D,20180403,000000,20.571,20.726,20.518,20.686,2476268,0
ABB.US,D,20180404,000000,20.355,20.512,20.171,20.502,6111944,0
ABB.US,D,20180405,000000,20.724,20.999,20.668,20.88,2848842,0
ABB.US,D,20180406,000000,20.77,20.903,20.401,20.54,2382167,0
ABB.US,D,20180409,000000,20.824,21.036,20.774,20.824,3140299,0
ABB.US,D,20180410,000000,21.275,21.285,21.045,21.137,4853096,0
ABB.US,D,20180411,000000,20.953,21.055,20.898,20.944,4241815,0
ABB.US,D,20180412,000000,20.953,21.073,20.926,21.018,5718269,0
ABB.US,D,20180413,000000,21.155,21.175,20.944,21.036,2142905,0
ABB.US,D,20180416,000000,21.257,21.257,21.088,21.175,2510014,0
ABB.US,D,20180417,000000,21.395,21.501,21.354,21.432,2375915,0
ABB.US,D,20180418,000000,21.367,21.653,21.331,21.588,2542114,0
